"TRAFFIC_PARTICIPATION","AGE_GROUP","INJURY_TYPE","COUNTRY","UNIT","DATA_TYPE","TIME_FORMAT","obsTime","obsValue","OBS_STATUS","INJURY_TYPE_label","AGE_GROUP_label","TRAFFIC_PARTICIPATION_label"
"1010","240","740","SVN","NUMBER","CORRECTED","P1Y","2015",68,NA,"Killed","25-64 Years","Total"
"1010","120","740","FRA","NUMBER","CORRECTED","P1Y","2010",45,NA,"Killed","00-05 Years","Total"
"1010","230","740","FIN","NUMBER","CORRECTED","P1Y","2006",27,NA,"Killed","21-24 Years","Total"
"1010","120","740","FRA","NUMBER","CORRECTED","P1Y","2012",41,NA,"Killed","00-05 Years","Total"
"1010","130","740","NZL","NUMBER","CORRECTED","P1Y","2014",4,NA,"Killed","06-09 Years","Total"
"1010","110","740","USA","NUMBER","CORRECTED","P1Y","2006",42708,"f","Killed","Total","Total"
"1010","120","740","CHE","NUMBER","CORRECTED","P1Y","2013",7,NA,"Killed","00-05 Years","Total"
"1010","240","740","JPN","NUMBER","CORRECTED","P1Y","2005",3369,NA,"Killed","25-64 Years","Total"
"1010","230","740","ARG","NUMBER","CORRECTED","P1Y","2010",463,"f","Killed","21-24 Years","Total"
"1010","240","740","JPN","NUMBER","CORRECTED","P1Y","2008",2304,NA,"Killed","25-64 Years","Total"
"1010","370","740","FRA","NUMBER","CORRECTED","P1Y","2007",12,NA,"Killed","Unknown Age","Total"
"1010","230","740","ARG","NUMBER","CORRECTED","P1Y","2011",487,"f","Killed","21-24 Years","Total"
"1010","370","740","FRA","NUMBER","CORRECTED","P1Y","2005",20,NA,"Killed","Unknown Age","Total"
"1010","240","740","DNK","NUMBER","CORRECTED","P1Y","2010",129,NA,"Killed","25-64 Years","Total"
"1010","310","740","BEL","NUMBER","CORRECTED","P1Y","2005",186,NA,"Killed","65 Years and more","Total"
"1010","230","740","BEL","NUMBER","CORRECTED","P1Y","2006",110,NA,"Killed","21-24 Years","Total"
"1010","230","740","BEL","NUMBER","CORRECTED","P1Y","2011",94,NA,"Killed","21-24 Years","Total"
"1010","310","740","ISL","NUMBER","CORRECTED","P1Y","2012",4,NA,"Killed","65 Years and more","Total"
"1010","230","740","PRT","NUMBER","CORRECTED","P1Y","2015",23,NA,"Killed","21-24 Years","Total"
"1010","110","740","GBR","NUMBER","CORRECTED","P1Y","2008",2645,"f","Killed","Total","Total"
"1010","310","740","SVN","NUMBER","CORRECTED","P1Y","2008",34,NA,"Killed","65 Years and more","Total"
"1010","310","740","IRL","NUMBER","CORRECTED","P1Y","2005",56,NA,"Killed","65 Years and more","Total"
"1010","110","740","NZL","NUMBER","CORRECTED","P1Y","2005",405,"f","Killed","Total","Total"
"1010","310","740","LTU","NUMBER","CORRECTED","P1Y","2013",54,NA,"Killed","65 Years and more","Total"
"1010","140","740","AUT","NUMBER","CORRECTED","P1Y","2006",12,NA,"Killed","10-14 Years","Total"
"1010","110","740","ITA","NUMBER","CORRECTED","P1Y","2007",5131,NA,"Killed","Total","Total"
"1010","110","740","AUS","NUMBER","CORRECTED","P1Y","2013",1185,"p","Killed","Total","Total"
"1010","230","740","LUX","NUMBER","CORRECTED","P1Y","2010",4,"f","Killed","21-24 Years","Total"
"1010","230","740","LUX","NUMBER","CORRECTED","P1Y","2011",6,NA,"Killed","21-24 Years","Total"
"1010","370","740","ESP","NUMBER","CORRECTED","P1Y","2011",18,NA,"Killed","Unknown Age","Total"
"1010","230","740","LUX","NUMBER","CORRECTED","P1Y","2013",4,NA,"Killed","21-24 Years","Total"
"1010","240","740","ISL","NUMBER","CORRECTED","P1Y","2010",3,NA,"Killed","25-64 Years","Total"
"1010","370","740","POL","NUMBER","CORRECTED","P1Y","2009",43,"f","Killed","Unknown Age","Total"
"1010","240","740","ISL","NUMBER","CORRECTED","P1Y","2012",3,NA,"Killed","25-64 Years","Total"
"1010","120","740","CHE","NUMBER","CORRECTED","P1Y","2014",2,NA,"Killed","00-05 Years","Total"
"1010","120","740","ARG","NUMBER","CORRECTED","P1Y","2009",157,"f","Killed","00-05 Years","Total"
"1010","240","740","ISL","NUMBER","CORRECTED","P1Y","2015",4,NA,"Killed","25-64 Years","Total"
"1010","110","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2012",48,NA,"Killed","Total","Total"
"1010","230","740","BEL","NUMBER","CORRECTED","P1Y","2015",67,NA,"Killed","21-24 Years","Total"
"1010","110","740","ISR","NUMBER","CORRECTED","P1Y","2015",322,NA,"Killed","Total","Total"
"1010","120","740","BEL","NUMBER","CORRECTED","P1Y","2015",11,NA,"Killed","00-05 Years","Total"
"1010","120","740","NZL","NUMBER","CORRECTED","P1Y","2012",6,NA,"Killed","00-05 Years","Total"
"1010","370","740","CAN","NUMBER","CORRECTED","P1Y","2006",18,NA,"Killed","Unknown Age","Total"
"1010","130","740","AUS","NUMBER","CORRECTED","P1Y","2013",19,"p","Killed","06-09 Years","Total"
"1010","310","740","AUT","NUMBER","CORRECTED","P1Y","2010",140,NA,"Killed","65 Years and more","Total"
"1010","230","740","AUT","NUMBER","CORRECTED","P1Y","2007",59,NA,"Killed","21-24 Years","Total"
"1010","150","740","FIN","NUMBER","CORRECTED","P1Y","2013",12,NA,"Killed","15-17 Years","Total"
"1010","140","740","NLD","NUMBER","CORRECTED","P1Y","2013",3,NA,"Killed","10-14 Years","Total"
"1010","130","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2007",18,"f","Killed","06-09 Years","Total"
"1010","140","740","NLD","NUMBER","CORRECTED","P1Y","2015",13,NA,"Killed","10-14 Years","Total"
"1010","190","740","USA","NUMBER","CORRECTED","P1Y","2008",3192,"f","Killed","18-20 Years","Total"
"1010","370","740","BEL","NUMBER","CORRECTED","P1Y","2010",5,NA,"Killed","Unknown Age","Total"
"1010","140","740","PRT","NUMBER","CORRECTED","P1Y","2005",15,"f","Killed","10-14 Years","Total"
"1010","110","740","GRC","NUMBER","CORRECTED","P1Y","2014",795,NA,"Killed","Total","Total"
"1010","110","740","FIN","NUMBER","CORRECTED","P1Y","2011",292,NA,"Killed","Total","Total"
"1010","240","740","CHE","NUMBER","CORRECTED","P1Y","2014",108,NA,"Killed","25-64 Years","Total"
"1010","240","740","CHE","NUMBER","CORRECTED","P1Y","2015",110,NA,"Killed","25-64 Years","Total"
"1010","120","740","CHE","NUMBER","CORRECTED","P1Y","2009",10,"f","Killed","00-05 Years","Total"
"1010","230","740","FRA","NUMBER","CORRECTED","P1Y","2008",534,NA,"Killed","21-24 Years","Total"
"1010","230","740","FRA","NUMBER","CORRECTED","P1Y","2009",498,NA,"Killed","21-24 Years","Total"
"1010","120","740","JPN","NUMBER","CORRECTED","P1Y","2010",45,NA,"Killed","00-05 Years","Total"
"1010","230","740","CAN","NUMBER","CORRECTED","P1Y","2005",308,NA,"Killed","21-24 Years","Total"
"1010","250","740","ESP","NUMBER","CORRECTED","P1Y","2008",644,"f","Killed","25-34 Years","Total"
"1010","110","740","NZL","NUMBER","CORRECTED","P1Y","2007",421,"f","Killed","Total","Total"
"1010","140","740","SVN","NUMBER","CORRECTED","P1Y","2008",1,"f","Killed","10-14 Years","Total"
"1010","230","740","NOR","NUMBER","CORRECTED","P1Y","2007",14,"f","Killed","21-24 Years","Total"
"1010","140","740","SVN","NUMBER","CORRECTED","P1Y","2011",1,NA,"Killed","10-14 Years","Total"
"1010","120","740","JPN","NUMBER","CORRECTED","P1Y","2013",40,NA,"Killed","00-05 Years","Total"
"1010","120","740","JPN","NUMBER","CORRECTED","P1Y","2014",29,NA,"Killed","00-05 Years","Total"
"1010","190","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2006",19,"f","Killed","18-20 Years","Total"
"1010","190","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2007",10,"f","Killed","18-20 Years","Total"
"1010","130","740","PRT","NUMBER","CORRECTED","P1Y","2014",3,NA,"Killed","06-09 Years","Total"
"1010","130","740","FIN","NUMBER","CORRECTED","P1Y","2007",3,NA,"Killed","06-09 Years","Total"
"1010","120","740","NOR","NUMBER","CORRECTED","P1Y","2007",2,"f","Killed","00-05 Years","Total"
"1010","150","740","BEL","NUMBER","CORRECTED","P1Y","2013",8,NA,"Killed","15-17 Years","Total"
"1010","140","740","AUS","NUMBER","CORRECTED","P1Y","2007",29,NA,"Killed","10-14 Years","Total"
"1010","230","740","ESP","NUMBER","CORRECTED","P1Y","2008",256,"f","Killed","21-24 Years","Total"
"1010","230","740","ESP","NUMBER","CORRECTED","P1Y","2009",202,"f","Killed","21-24 Years","Total"
"1010","140","740","AUS","NUMBER","CORRECTED","P1Y","2010",17,NA,"Killed","10-14 Years","Total"
"1010","140","740","AUS","NUMBER","CORRECTED","P1Y","2011",13,NA,"Killed","10-14 Years","Total"
"1010","140","740","AUS","NUMBER","CORRECTED","P1Y","2012",17,NA,"Killed","10-14 Years","Total"
"1010","130","740","KOR","NUMBER","CORRECTED","P1Y","2007",72,NA,"Killed","06-09 Years","Total"
"1010","250","740","POL","NUMBER","CORRECTED","P1Y","2008",916,"f","Killed","25-34 Years","Total"
"1010","190","740","GRC","NUMBER","CORRECTED","P1Y","2006",106,NA,"Killed","18-20 Years","Total"
"1010","250","740","NZL","NUMBER","CORRECTED","P1Y","2008",61,"f","Killed","25-34 Years","Total"
"1010","120","740","ESP","NUMBER","CORRECTED","P1Y","2009",25,"f","Killed","00-05 Years","Total"
"1010","120","740","ESP","NUMBER","CORRECTED","P1Y","2006",37,"f","Killed","00-05 Years","Total"
"1010","130","740","FRA","NUMBER","CORRECTED","P1Y","2015",21,NA,"Killed","06-09 Years","Total"
"1010","370","740","NLD","NUMBER","CORRECTED","P1Y","2013",3,NA,"Killed","Unknown Age","Total"
"1010","370","740","CZE","NUMBER","CORRECTED","P1Y","2009",4,NA,"Killed","Unknown Age","Total"
"1010","370","740","CZE","NUMBER","CORRECTED","P1Y","2010",8,NA,"Killed","Unknown Age","Total"
"1010","250","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2005",541,"f","Killed","25-34 Years","Total"
"1010","110","740","GRC","NUMBER","CORRECTED","P1Y","2013",879,NA,"Killed","Total","Total"
"1010","140","740","CAN","NUMBER","CORRECTED","P1Y","2013",25,"p","Killed","10-14 Years","Total"
"1010","250","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2008",419,"f","Killed","25-34 Years","Total"
"1010","250","740","NZL","NUMBER","CORRECTED","P1Y","2007",62,"f","Killed","25-34 Years","Total"
"1010","140","740","NOR","NUMBER","CORRECTED","P1Y","2015",1,NA,"Killed","10-14 Years","Total"
"1010","120","740","ESP","NUMBER","CORRECTED","P1Y","2015",14,NA,"Killed","00-05 Years","Total"
"1010","120","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2015",1,NA,"Killed","00-05 Years","Total"
"1010","250","740","POL","NUMBER","CORRECTED","P1Y","2007",960,"f","Killed","25-34 Years","Total"
"1010","120","740","AUT","NUMBER","CORRECTED","P1Y","2013",2,NA,"Killed","00-05 Years","Total"
"1010","250","740","NLD","NUMBER","CORRECTED","P1Y","2005",116,"f","Killed","25-34 Years","Total"
"1010","230","740","NLD","NUMBER","CORRECTED","P1Y","2014",33,NA,"Killed","21-24 Years","Total"
"1010","110","740","LTU","NUMBER","CORRECTED","P1Y","2010",299,"f","Killed","Total","Total"
"1010","250","740","POL","NUMBER","CORRECTED","P1Y","2006",868,"f","Killed","25-34 Years","Total"
"1010","150","740","NZL","NUMBER","CORRECTED","P1Y","2015",9,NA,"Killed","15-17 Years","Total"
"1010","150","740","ARG","NUMBER","CORRECTED","P1Y","2009",356,"f","Killed","15-17 Years","Total"
"1010","230","740","HUN","NUMBER","CORRECTED","P1Y","2014",35,NA,"Killed","21-24 Years","Total"
"1010","230","740","ISL","NUMBER","CORRECTED","P1Y","2012",2,NA,"Killed","21-24 Years","Total"
"1010","110","740","ISR","NUMBER","CORRECTED","P1Y","2014",279,NA,"Killed","Total","Total"
"1010","240","740","POL","NUMBER","CORRECTED","P1Y","2014",1852,NA,"Killed","25-64 Years","Total"
"1010","120","740","IRL","NUMBER","CORRECTED","P1Y","2010",3,NA,"Killed","00-05 Years","Total"
"1010","130","740","ESP","NUMBER","CORRECTED","P1Y","2006",27,"f","Killed","06-09 Years","Total"
"1010","260","740","POL","NUMBER","CORRECTED","P1Y","2008",636,"f","Killed","35-44 Years","Total"
"1010","260","740","GBR","NUMBER","CORRECTED","P1Y","2005",490,NA,"Killed","35-44 Years","Total"
"1010","230","740","LUX","NUMBER","CORRECTED","P1Y","2014",2,NA,"Killed","21-24 Years","Total"
"1010","150","740","FIN","NUMBER","CORRECTED","P1Y","2005",16,NA,"Killed","15-17 Years","Total"
"1010","150","740","FIN","NUMBER","CORRECTED","P1Y","2006",21,NA,"Killed","15-17 Years","Total"
"1010","140","740","GRC","NUMBER","CORRECTED","P1Y","2006",13,NA,"Killed","10-14 Years","Total"
"1010","120","740","NZL","NUMBER","CORRECTED","P1Y","2014",4,NA,"Killed","00-05 Years","Total"
"1010","150","740","FIN","NUMBER","CORRECTED","P1Y","2009",23,NA,"Killed","15-17 Years","Total"
"1010","110","740","CAN","NUMBER","CORRECTED","P1Y","2009",2216,NA,"Killed","Total","Total"
"1010","130","740","KOR","NUMBER","CORRECTED","P1Y","2008",61,NA,"Killed","06-09 Years","Total"
"1010","370","740","NLD","NUMBER","CORRECTED","P1Y","2010",0,"f","Killed","Unknown Age","Total"
"1010","370","740","NLD","NUMBER","CORRECTED","P1Y","2009",0,"f","Killed","Unknown Age","Total"
"1010","230","740","FIN","NUMBER","CORRECTED","P1Y","2013",21,NA,"Killed","21-24 Years","Total"
"1010","130","740","KOR","NUMBER","CORRECTED","P1Y","2012",32,NA,"Killed","06-09 Years","Total"
"1010","140","740","FRA","NUMBER","CORRECTED","P1Y","2008",58,NA,"Killed","10-14 Years","Total"
"1010","110","740","ARG","NUMBER","CORRECTED","P1Y","2008",5759,"f","Killed","Total","Total"
"1010","260","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2007",440,"f","Killed","35-44 Years","Total"
"1010","140","740","GRC","NUMBER","CORRECTED","P1Y","2014",3,NA,"Killed","10-14 Years","Total"
"1010","140","740","GRC","NUMBER","CORRECTED","P1Y","2015",2,NA,"Killed","10-14 Years","Total"
"1010","130","740","NOR","NUMBER","CORRECTED","P1Y","2008",1,"f","Killed","06-09 Years","Total"
"1010","260","740","NOR","NUMBER","CORRECTED","P1Y","2005",26,"f","Killed","35-44 Years","Total"
"1010","140","740","ITA","NUMBER","CORRECTED","P1Y","2009",39,NA,"Killed","10-14 Years","Total"
"1010","110","740","POL","NUMBER","CORRECTED","P1Y","2012",3571,NA,"Killed","Total","Total"
"1010","110","740","GRC","NUMBER","CORRECTED","P1Y","2011",1141,NA,"Killed","Total","Total"
"1010","110","740","AUS","NUMBER","CORRECTED","P1Y","2006",1602,NA,"Killed","Total","Total"
"1010","370","740","IRL","NUMBER","CORRECTED","P1Y","2010",4,NA,"Killed","Unknown Age","Total"
"1010","260","740","POL","NUMBER","CORRECTED","P1Y","2007",709,"f","Killed","35-44 Years","Total"
"1010","230","740","NLD","NUMBER","CORRECTED","P1Y","2012",49,NA,"Killed","21-24 Years","Total"
"1010","370","740","ESP","NUMBER","CORRECTED","P1Y","2005",74,"f","Killed","Unknown Age","Total"
"1010","110","740","AUS","NUMBER","CORRECTED","P1Y","2011",1277,NA,"Killed","Total","Total"
"1010","370","740","ESP","NUMBER","CORRECTED","P1Y","2006",47,"f","Killed","Unknown Age","Total"
"1010","110","740","AUS","NUMBER","CORRECTED","P1Y","2012",1299,NA,"Killed","Total","Total"
"1010","230","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2007",11,"f","Killed","21-24 Years","Total"
"1010","260","740","NOR","NUMBER","CORRECTED","P1Y","2007",31,"f","Killed","35-44 Years","Total"
"1010","230","740","LUX","NUMBER","CORRECTED","P1Y","2009",5,"f","Killed","21-24 Years","Total"
"1010","260","740","CHE","NUMBER","CORRECTED","P1Y","2005",56,"f","Killed","35-44 Years","Total"
"1010","130","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2015",2,NA,"Killed","06-09 Years","Total"
"1010","260","740","NOR","NUMBER","CORRECTED","P1Y","2008",38,"f","Killed","35-44 Years","Total"
"1010","370","740","ESP","NUMBER","CORRECTED","P1Y","2012",16,NA,"Killed","Unknown Age","Total"
"1010","230","740","DNK","NUMBER","CORRECTED","P1Y","2005",24,NA,"Killed","21-24 Years","Total"
"1010","260","740","SVN","NUMBER","CORRECTED","P1Y","2007",42,"f","Killed","35-44 Years","Total"
"1010","150","740","IRL","NUMBER","CORRECTED","P1Y","2010",7,NA,"Killed","15-17 Years","Total"
"1010","140","740","AUT","NUMBER","CORRECTED","P1Y","2009",6,NA,"Killed","10-14 Years","Total"
"1010","310","740","IRL","NUMBER","CORRECTED","P1Y","2014",43,"p","Killed","65 Years and more","Total"
"1010","310","740","IRL","NUMBER","CORRECTED","P1Y","2015",30,"p","Killed","65 Years and more","Total"
"1010","120","740","NZL","NUMBER","CORRECTED","P1Y","2013",5,NA,"Killed","00-05 Years","Total"
"1010","140","740","POL","NUMBER","CORRECTED","P1Y","2006",67,"f","Killed","10-14 Years","Total"
"1010","140","740","POL","NUMBER","CORRECTED","P1Y","2007",73,"f","Killed","10-14 Years","Total"
"1010","130","740","CHE","NUMBER","CORRECTED","P1Y","2005",2,"f","Killed","06-09 Years","Total"
"1010","120","740","FRA","NUMBER","CORRECTED","P1Y","2009",49,NA,"Killed","00-05 Years","Total"
"1010","150","740","LTU","NUMBER","CORRECTED","P1Y","2014",7,NA,"Killed","15-17 Years","Total"
"1010","270","740","GBR","NUMBER","CORRECTED","P1Y","2008",305,NA,"Killed","45-54 Years","Total"
"1010","270","740","SWE","NUMBER","CORRECTED","P1Y","2008",57,"f","Killed","45-54 Years","Total"
"1010","110","740","PRT","NUMBER","CORRECTED","P1Y","2008",978,"f","Killed","Total","Total"
"1010","110","740","PRT","NUMBER","CORRECTED","P1Y","2009",929,"f","Killed","Total","Total"
"1010","310","740","NLD","NUMBER","CORRECTED","P1Y","2011",188,NA,"Killed","65 Years and more","Total"
"1010","270","740","GBR","NUMBER","CORRECTED","P1Y","2007",351,NA,"Killed","45-54 Years","Total"
"1010","270","740","SVN","NUMBER","CORRECTED","P1Y","2008",30,"f","Killed","45-54 Years","Total"
"1010","140","740","JPN","NUMBER","CORRECTED","P1Y","2005",59,NA,"Killed","10-14 Years","Total"
"1010","140","740","JPN","NUMBER","CORRECTED","P1Y","2006",36,NA,"Killed","10-14 Years","Total"
"1010","130","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2015",14,NA,"Killed","06-09 Years","Total"
"1010","120","740","SVN","NUMBER","CORRECTED","P1Y","2008",2,"f","Killed","00-05 Years","Total"
"1010","150","740","ISL","NUMBER","CORRECTED","P1Y","2007",0,NA,"Killed","15-17 Years","Total"
"1010","150","740","ISL","NUMBER","CORRECTED","P1Y","2008",0,NA,"Killed","15-17 Years","Total"
"1010","120","740","SVN","NUMBER","CORRECTED","P1Y","2012",2,NA,"Killed","00-05 Years","Total"
"1010","120","740","SVN","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","00-05 Years","Total"
"1010","140","740","JPN","NUMBER","CORRECTED","P1Y","2013",21,NA,"Killed","10-14 Years","Total"
"1010","190","740","ISR","NUMBER","CORRECTED","P1Y","2013",29,NA,"Killed","18-20 Years","Total"
"1010","140","740","ARG","NUMBER","CORRECTED","P1Y","2010",139,"f","Killed","10-14 Years","Total"
"1010","190","740","ISR","NUMBER","CORRECTED","P1Y","2015",16,NA,"Killed","18-20 Years","Total"
"1010","230","740","AUS","NUMBER","CORRECTED","P1Y","2007",149,NA,"Killed","21-24 Years","Total"
"1010","120","740","GBR","NUMBER","CORRECTED","P1Y","2013",13,NA,"Killed","00-05 Years","Total"
"1010","370","740","GBR","NUMBER","CORRECTED","P1Y","2011",0,NA,"Killed","Unknown Age","Total"
"1010","150","740","DEU","NUMBER","CORRECTED","P1Y","2010",101,NA,"Killed","15-17 Years","Total"
"1010","110","740","LTU","NUMBER","CORRECTED","P1Y","2012",301,"p","Killed","Total","Total"
"1010","150","740","SWE","NUMBER","CORRECTED","P1Y","2012",10,NA,"Killed","15-17 Years","Total"
"1010","120","740","GRC","NUMBER","CORRECTED","P1Y","2014",4,NA,"Killed","00-05 Years","Total"
"1010","140","740","SVN","NUMBER","CORRECTED","P1Y","2013",1,NA,"Killed","10-14 Years","Total"
"1010","230","740","CAN","NUMBER","CORRECTED","P1Y","2013",178,"p","Killed","21-24 Years","Total"
"1010","110","740","USA","NUMBER","CORRECTED","P1Y","2005",43510,"f","Killed","Total","Total"
"1010","130","740","IRL","NUMBER","CORRECTED","P1Y","2013",1,NA,"Killed","06-09 Years","Total"
"1010","150","740","BEL","NUMBER","CORRECTED","P1Y","2014",22,"b","Killed","15-17 Years","Total"
"1010","120","740","NOR","NUMBER","CORRECTED","P1Y","2006",6,"f","Killed","00-05 Years","Total"
"1010","270","740","ESP","NUMBER","CORRECTED","P1Y","2008",403,"f","Killed","45-54 Years","Total"
"1010","140","740","USA","NUMBER","CORRECTED","P1Y","2005",774,"f","Killed","10-14 Years","Total"
"1010","140","740","USA","NUMBER","CORRECTED","P1Y","2006",700,"f","Killed","10-14 Years","Total"
"1010","150","740","GB-IRTAD","NUMBER","CORRECTED","P1Y","2009",121,"f","Killed","15-17 Years","Total"
"1010","140","740","USA","NUMBER","CORRECTED","P1Y","2007",696,"f","Killed","10-14 Years","Total"
"1010","140","740","USA","NUMBER","CORRECTED","P1Y","2008",541,"f","Killed","10-14 Years","Total"
"1010","140","740","AUS","NUMBER","CORRECTED","P1Y","2013",12,"p","Killed","10-14 Years","Total"
"1010","140","740","AUS","NUMBER","CORRECTED","P1Y","2014",13,"p","Killed","10-14 Years","Total"
"1010","370","740","CAN","NUMBER","CORRECTED","P1Y","2005",18,NA,"Killed","Unknown Age","Total"
"1010","120","740","ESP","NUMBER","CORRECTED","P1Y","2007",35,"f","Killed","00-05 Years","Total"
"1010","120","740","ESP","NUMBER","CORRECTED","P1Y","2008",31,"f","Killed","00-05 Years","Total"
"1010","270","740","POL","NUMBER","CORRECTED","P1Y","2006",926,"f","Killed","45-54 Years","Total"
"1010","150","740","ITA","NUMBER","CORRECTED","P1Y","2013",69,NA,"Killed","15-17 Years","Total"
"1010","230","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2008",14,"f","Killed","21-24 Years","Total"
"1010","110","740","IRL","NUMBER","CORRECTED","P1Y","2006",365,NA,"Killed","Total","Total"
"1010","280","740","ESP","NUMBER","CORRECTED","P1Y","2006",199,"f","Killed","55-59 Years","Total"
"1010","280","740","NOR","NUMBER","CORRECTED","P1Y","2007",11,"f","Killed","55-59 Years","Total"
"1010","280","740","PRT","NUMBER","CORRECTED","P1Y","2008",62,"f","Killed","55-59 Years","Total"
"1010","150","740","POL","NUMBER","CORRECTED","P1Y","2010",122,"f","Killed","15-17 Years","Total"
"1010","370","740","CZE","NUMBER","CORRECTED","P1Y","2012",2,NA,"Killed","Unknown Age","Total"
"1010","110","740","FIN","NUMBER","CORRECTED","P1Y","2005",379,NA,"Killed","Total","Total"
"1010","150","740","DNK","NUMBER","CORRECTED","P1Y","2011",8,NA,"Killed","15-17 Years","Total"
"1010","120","740","AUT","NUMBER","CORRECTED","P1Y","2015",6,NA,"Killed","00-05 Years","Total"
"1010","120","740","GBR-NIR","NUMBER","CORRECTED","P1Y","2014",1,NA,"Killed","00-05 Years","Total"
"1010","370","740","SWE","NUMBER","CORRECTED","P1Y","2013",0,NA,"Killed","Unknown Age","Total"
"1010","230","740","ITA","NUMBER","CORRECTED","P1Y","2015",233,NA,"Killed","21-24 Years","Total"
